name,address,city,state,zip,full_address,farm_type,produce,phone,website,distance,hours
Jeff's Greenhouses (H&H Brand Farms) - strawberries,"Main Street, Box 5, Bethel, DE. Phone: 302-276-3420. Open: Year-round, Monday to Saturday from 8 am to 5 pm. (ADDED: May 12, 2010, from visitor)",,,,"Main Street, Box 5, Bethel, DE. Phone: 302-276-3420. Open: Year-round, Monday to Saturday from 8 am to 5 pm. (ADDED: May 12, 2010, from visitor)","U-Pick Farm, Orchard",,,,,
"Kingsley Orchards on Blueberry Lane - blueberries, U-pick and already picked, farm market","24349 Blueberry Lane, Frankford, DE 19945. Phone: (302) 238-0105. Email: kingsleyorchards@gmail.com. Open: May through August, Monday to Saturday 8am to 5pm, with extended hours on Wednesdays till 7pm, Please call ahead or check our Facebook page to make sure we are open to avoid disappointment; We have to wait for more blueberries to ripen sometimes depending on the weather. Click here for current open hours, days and dates. Picking updates: Click here for picking updates. Directions: Click here for a map and directions. Payment: Cash, credit cards, debit cards. Click here for our Facebook page. (UPDATED: June 16, 2020) (ADDED: April 21, 2017) [ Click here to update the listing ] (UPDATED: May 13, 2025, JBS)",,,,"24349 Blueberry Lane, Frankford, DE 19945. Phone: (302) 238-0105. Email: kingsleyorchards@gmail.com. Open: May through August, Monday to Saturday 8am to 5pm, with extended hours on Wednesdays till 7pm, Please call ahead or check our Facebook page to make sure we are open to avoid disappointment; We have to wait for more blueberries to ripen sometimes depending on the weather. Click here for current open hours, days and dates. Picking updates: Click here for picking updates. Directions: Click here for a map and directions. Payment: Cash, credit cards, debit cards. Click here for our Facebook page. (UPDATED: June 16, 2020) (ADDED: April 21, 2017) [ Click here to update the listing ] (UPDATED: May 13, 2025, JBS)","U-Pick Farm, Orchard",,,,,
"Lewes Magee Farms - strawberries, pumpkins, Christmas trees","Comments from a visitor on July 10, 2009: ""Visited there in June w/ two small children - was lots of fun. There is a roadside stand where you can buy just picked strawberries or I saw some small plants/flowers for sale as well. They have containers if you need them.""",,,,"Comments from a visitor on July 10, 2009: ""Visited there in June w/ two small children - was lots of fun. There is a roadside stand where you can buy just picked strawberries or I saw some small plants/flowers for sale as well. They have containers if you need them.""","U-Pick Farm, Orchard",,,,,
Magee Farms - strawberries,"Comments from a visitor on July 10, 2009: ""Visited there in June w/ two small children - was lots of fun. There is a roadside stand where you can buy just picked strawberries or I saw some small plants/flowers for sale as well. They have containers if you need them.""",,,,"Comments from a visitor on July 10, 2009: ""Visited there in June w/ two small children - was lots of fun. There is a roadside stand where you can buy just picked strawberries or I saw some small plants/flowers for sale as well. They have containers if you need them.""","U-Pick Farm, Orchard",,,,,
"Messick's Berry Farm - raspberries,","13500 Laurel Road, Laurel, DE 19956. Phone: 302-245-8616. Open: Monday thru Saturday from 10AM to Dark; Sunday from Noon to Dark; from Mid September through October 31. Directions: Three miles east of Laurel, DE on Route 24. Click here for a map and directions. Crops are usually available in September, October. Payment: Cash, Check. Winter Squash, Gourds, Corn Shocks, and Straw, and when available Mums, Sweet Potatoes, and Local Honey. [ Click here to update the listing ] (UPDATED: May 13, 2025, JBS)",,,,"13500 Laurel Road, Laurel, DE 19956. Phone: 302-245-8616. Open: Monday thru Saturday from 10AM to Dark; Sunday from Noon to Dark; from Mid September through October 31. Directions: Three miles east of Laurel, DE on Route 24. Click here for a map and directions. Crops are usually available in September, October. Payment: Cash, Check. Winter Squash, Gourds, Corn Shocks, and Straw, and when available Mums, Sweet Potatoes, and Local Honey. [ Click here to update the listing ] (UPDATED: May 13, 2025, JBS)","U-Pick Farm, Orchard",,,,,
"Parsons Farms Produce - strawberries, blueberries, peaches,  apples, pumpkins","8887 Redden Rd, Bridgeville, DE 19933. Phone: (302)337-8271. Alternate Phone: (302)236-3675. Email: tssmithandsons@gmail.com. Open: May and June 2014: Strawberries and Cherries July and August 2013: Peaches and Nectarines September and October: Pumpkins and Apples. Click here for current open hours, days and dates. Directions: We are conveniently located on US 13 and DE 40 (the Redden Road) in Bridgeville, Delaware. For those coming from the east or west, use DE 404/18 or DE 16 to reach us on US 13. Our farm market is on the southbound side. Look for the red roof on our historic market; it is an old apple packing house! Our seasonal market and you pick stand is on the northbound side of US 13 and DE 40. Call us for directions!.Click here for a map and directions. Payment: Cash, only. Click here for our Facebook page. Be sure to verify and see if we are at a farmer's market near you. Ask for us at your favorite area restaurant; chances are, if they are using local produce they are using TS Smith and Sons'!. [ Click here to update the listing ] (UPDATED: May 13, 2025, JBS)",,,,"8887 Redden Rd, Bridgeville, DE 19933. Phone: (302)337-8271. Alternate Phone: (302)236-3675. Email: tssmithandsons@gmail.com. Open: May and June 2014: Strawberries and Cherries July and August 2013: Peaches and Nectarines September and October: Pumpkins and Apples. Click here for current open hours, days and dates. Directions: We are conveniently located on US 13 and DE 40 (the Redden Road) in Bridgeville, Delaware. For those coming from the east or west, use DE 404/18 or DE 16 to reach us on US 13. Our farm market is on the southbound side. Look for the red roof on our historic market; it is an old apple packing house! Our seasonal market and you pick stand is on the northbound side of US 13 and DE 40. Call us for directions!.Click here for a map and directions. Payment: Cash, only. Click here for our Facebook page. Be sure to verify and see if we are at a farmer's market near you. Ask for us at your favorite area restaurant; chances are, if they are using local produce they are using TS Smith and Sons'!. [ Click here to update the listing ] (UPDATED: May 13, 2025, JBS)","U-Pick Farm, Orchard",,,,,
Apple Orchards in Ellijay (both PYO and orchard stands (prepicked),,,,,,"U-Pick Farm, Orchard",,,,,
Featured Farms and Folks selling their home-grown vegetables,,,,,,"U-Pick Farm, Orchard",,,,,
"Kaye Family Farm - 2019 permanently closed for UPick, NO LONGER HAS ANY U-PICK NOR ANY FARM VISITS","Kalapana Highway, Pahoa, HI 96720. Phone: 808-959-3153. Email: ay@healingnoni.com. Open: all year round. Transitional organic. They also have small cabins to rent: $250 to $550 per month. *",,,,"Kalapana Highway, Pahoa, HI 96720. Phone: 808-959-3153. Email: ay@healingnoni.com. Open: all year round. Transitional organic. They also have small cabins to rent: $250 to $550 per month. *","U-Pick Farm, Orchard",,,,,
"Lions Gate Coffee and Macadamia Farms - No pesticides are used Kona Coffee, Macadamia Nuts","Donkey Mill Road, Holualoa-kona, Hawaii, Keauhou/holualoa, HI 96725. Phone: (808) 324-4609. Email: shannontaylor5679@msn.com. Open: Monday thru Sunday call first. Directions: Call for directions. We do not use pesticides on the crops. Payment: Cash, only. Large variety of tropical cut flowers including: heliconias, anthuriums, gingers, costus, orchids and others. Pre order or cut yourself. Any size tropical Norfolk pine Christmas trees, you choose and cut or we cut. (ADDED: May 28, 2020)",,,,"Donkey Mill Road, Holualoa-kona, Hawaii, Keauhou/holualoa, HI 96725. Phone: (808) 324-4609. Email: shannontaylor5679@msn.com. Open: Monday thru Sunday call first. Directions: Call for directions. We do not use pesticides on the crops. Payment: Cash, only. Large variety of tropical cut flowers including: heliconias, anthuriums, gingers, costus, orchids and others. Pre order or cut yourself. Any size tropical Norfolk pine Christmas trees, you choose and cut or we cut. (ADDED: May 28, 2020)","U-Pick Farm, Orchard",,,,,
"Waimanalo Country Farms - Sunflowers, pumpkins, farm market,","3-2087 Kaumualii Hwy, Lihue, HI 96766. Phone: 808-245-5608. Email: train@kilohanakauai.com. Open: see their website. They have conductor narrated train tours of the historic 105 acre Kilohana Plantation. The 2.5-mile rail line passes stands of original island crops like sugarcane and taro - the staple of ancient Hawaiians. You will also pass groves of mango, banana, papaya, pineapple, and then on to experimental plantings of longan, cashew, hybrid mango, noni, and atamoya. Well out into the heart of the plantation you get to disembark to spend some time feeding the pigs, goats, sheep, and our friendly donkey Stiney. Bring the whole family, It's fun for all ages.",,,,"3-2087 Kaumualii Hwy, Lihue, HI 96766. Phone: 808-245-5608. Email: train@kilohanakauai.com. Open: see their website. They have conductor narrated train tours of the historic 105 acre Kilohana Plantation. The 2.5-mile rail line passes stands of original island crops like sugarcane and taro - the staple of ancient Hawaiians. You will also pass groves of mango, banana, papaya, pineapple, and then on to experimental plantings of longan, cashew, hybrid mango, noni, and atamoya. Well out into the heart of the plantation you get to disembark to spend some time feeding the pigs, goats, sheep, and our friendly donkey Stiney. Bring the whole family, It's fun for all ages.","U-Pick Farm, Orchard",,,,,
Lydgate Farms - Kauai Chocolate tours,"5730 Olohena Rd, Kapaa, HI 96746. Phone: 808-821-1857. Email: info@lydgatefarms.com. Open:  See their website. Obviously, you don't actually ""pick"" chocolate, but you get get a tour of where the cacao beans are grown. Kauai Chocolate Tour and Tasting, Safe, Outside and Fun! Three Hour Tour  - prices posted on February 13, 2023 - obviously subject to change, were Adults $125,  Children $95. their famous chocolate farm tour, the first of its kind on Kaua'i, is enjoyable and educational, held rain or shine. A three-hour guided tour begins with a stroll through our botanical gardens, where you sample our award-winning palm-blossom honey, experience our vanilla beans, and do an extensive tropical fruit tasting. At Lydgate Farms, formerly Steelgrass Farm, learn all about Theobroma Cacao the chocolate tree and taste its ripe fruit, learn the secrets of turning raw cacao seeds into finished chocolate, and discover the amazing health benefits of chocolate.  Lydgate Farms facebook page.  (ADDED: February 13, 2023, JBS)",,,,"5730 Olohena Rd, Kapaa, HI 96746. Phone: 808-821-1857. Email: info@lydgatefarms.com. Open:  See their website. Obviously, you don't actually ""pick"" chocolate, but you get get a tour of where the cacao beans are grown. Kauai Chocolate Tour and Tasting, Safe, Outside and Fun! Three Hour Tour  - prices posted on February 13, 2023 - obviously subject to change, were Adults $125,  Children $95. their famous chocolate farm tour, the first of its kind on Kaua'i, is enjoyable and educational, held rain or shine. A three-hour guided tour begins with a stroll through our botanical gardens, where you sample our award-winning palm-blossom honey, experience our vanilla beans, and do an extensive tropical fruit tasting. At Lydgate Farms, formerly Steelgrass Farm, learn all about Theobroma Cacao the chocolate tree and taste its ripe fruit, learn the secrets of turning raw cacao seeds into finished chocolate, and discover the amazing health benefits of chocolate.  Lydgate Farms facebook page.  (ADDED: February 13, 2023, JBS)","U-Pick Farm, Orchard",,,,,
Kula Country Farms,,,,,,"U-Pick Farm, Orchard",,,,,
Cranberry Farms,,,,,,"U-Pick Farm, Orchard",,,,,
"Eufaula, AL",,Eufaula,AL,,"Eufaula, AL","U-Pick Farm, Orchard",,,,,
"Cullman, AL",,Cullman,AL,,"Cullman, AL","U-Pick Farm, Orchard",,,,,
"Cleveland, AL",,Cleveland,AL,,"Cleveland, AL","U-Pick Farm, Orchard",,,,,
"Mobile, AL",,Mobile,AL,,"Mobile, AL","U-Pick Farm, Orchard",,,,,
"Uniontown, AL",,Uniontown,AL,,"Uniontown, AL","U-Pick Farm, Orchard",,,,,
"Springville, AL",,Springville,AL,,"Springville, AL","U-Pick Farm, Orchard",,,,,
"Slocomb, AL",,Slocomb,AL,,"Slocomb, AL","U-Pick Farm, Orchard",,,,,
"Fairhope, AL",,Fairhope,AL,,"Fairhope, AL","U-Pick Farm, Orchard",,,,,
"Dothan, AL",,Dothan,AL,,"Dothan, AL","U-Pick Farm, Orchard",,,,,
"Heflin, AL",,Heflin,AL,,"Heflin, AL","U-Pick Farm, Orchard",,,,,
"Anniston, AL",,Anniston,AL,,"Anniston, AL","U-Pick Farm, Orchard",,,,,
"Thorsby, AL",,Thorsby,AL,,"Thorsby, AL","U-Pick Farm, Orchard",,,,,
"Wilmer, AL",,Wilmer,AL,,"Wilmer, AL","U-Pick Farm, Orchard",,,,,
"Meridianville, AL",,Meridianville,AL,,"Meridianville, AL","U-Pick Farm, Orchard",,,,,
"Dawson, AL",,Dawson,AL,,"Dawson, AL","U-Pick Farm, Orchard",,,,,
Backyard Orchards,,Eufaula,AL,,"Eufaula, AL","U-Pick Farm, Orchard",,,,,
Bear Mountain Blueberry Farm,,Springville,AL,,"Springville, AL","U-Pick Farm, Orchard",,,,,
Bee Natural Farm,,Fairhope,AL,,"Fairhope, AL","U-Pick Farm, Orchard",,,,,
Bennett's Blueberry Farm,,Anniston,AL,,"Anniston, AL","U-Pick Farm, Orchard",,,,,
Betty's Berry Farm,,Wilmer,AL,,"Wilmer, AL","U-Pick Farm, Orchard",,,,,
Bill's Honey Farm,,Meridianville,AL,,"Meridianville, AL","U-Pick Farm, Orchard",,,,,
"Hettick, IL",,Hettick,IL,,"Hettick, IL","U-Pick Farm, Orchard",,,,,
"Johnston City, IL",,Johnston City,IL,,"Johnston City, IL","U-Pick Farm, Orchard",,,,,
"Aurora, IL",,Aurora,IL,,"Aurora, IL","U-Pick Farm, Orchard",,,,,
"Centralia, IL",,Centralia,IL,,"Centralia, IL","U-Pick Farm, Orchard",,,,,
"Kempton, IL",,Kempton,IL,,"Kempton, IL","U-Pick Farm, Orchard",,,,,
"Homer Glen, IL",,Homer Glen,IL,,"Homer Glen, IL","U-Pick Farm, Orchard",,,,,
"Lawrenceville, IL",,Lawrenceville,IL,,"Lawrenceville, IL","U-Pick Farm, Orchard",,,,,
"Livingston, IL",,Livingston,IL,,"Livingston, IL","U-Pick Farm, Orchard",,,,,
"Mount Morris, IL",,Mount Morris,IL,,"Mount Morris, IL","U-Pick Farm, Orchard",,,,,
"Marshall, IL",,Marshall,IL,,"Marshall, IL","U-Pick Farm, Orchard",,,,,
"Edwardsville, IL",,Edwardsville,IL,,"Edwardsville, IL","U-Pick Farm, Orchard",,,,,
"Cherry Valley, IL",,Cherry Valley,IL,,"Cherry Valley, IL","U-Pick Farm, Orchard",,,,,
"Warrensburg, IL",,Warrensburg,IL,,"Warrensburg, IL","U-Pick Farm, Orchard",,,,,
Homer Glen4,,,Illinois,,", , Illinois","U-Pick Farm, Orchard",,,,,
Poplar Grove3,,,Illinois,,", , Illinois","U-Pick Farm, Orchard",,,,,
Backwoods Berry Farm,,Hettick,IL,,"Hettick, IL","U-Pick Farm, Orchard",,,,,
Bandy's Pumpkin Farm,,Johnston City,IL,,"Johnston City, IL","U-Pick Farm, Orchard",,,,,
Basement of the Dead Haunted House,,Aurora,IL,,"Aurora, IL","U-Pick Farm, Orchard",,,,,
Beal's Orchard,,Centralia,IL,,"Centralia, IL","U-Pick Farm, Orchard",,,,,
Bengtson Pumpkin Farm,,Homer Glen,IL,,"Homer Glen, IL","U-Pick Farm, Orchard",,,,,
Bengtston Pumpkin Farm,,Homer Glen,IL,,"Homer Glen, IL","U-Pick Farm, Orchard",,,,,
Benson's Blueberries / Bensons Berry Farm,,Lawrenceville,IL,,"Lawrenceville, IL","U-Pick Farm, Orchard",,,,,
BerryView Orchard,,Mount Morris,IL,,"Mount Morris, IL","U-Pick Farm, Orchard",,,,,
Bethel Refuge Apiary,,Edwardsville,IL,,"Edwardsville, IL","U-Pick Farm, Orchard",,,,,
Bethkes' Farm Apples,,Cherry Valley,IL,,"Cherry Valley, IL","U-Pick Farm, Orchard",,,,,
Big T's Honey Bee Farm,,Greenville,IL,,"Greenville, IL","U-Pick Farm, Orchard",,,,,
Black Bart's Pumpkin Patch,,Warrensburg,IL,,"Warrensburg, IL","U-Pick Farm, Orchard",,,,,
"Drummond, MT",,Drummond,MT,,"Drummond, MT","U-Pick Farm, Orchard",,,,,
"Bigfork, MT",,Bigfork,MT,,"Bigfork, MT","U-Pick Farm, Orchard",,,,,
"Polson, MT",,Polson,MT,,"Polson, MT","U-Pick Farm, Orchard",,,,,
"Victor, MT",,Victor,MT,,"Victor, MT","U-Pick Farm, Orchard",,,,,
"Kalispell, MT",,Kalispell,MT,,"Kalispell, MT","U-Pick Farm, Orchard",,,,,
"Flathead Lake, MT",,Flathead Lake,MT,,"Flathead Lake, MT","U-Pick Farm, Orchard",,,,,
"Missoula, MT",,Missoula,MT,,"Missoula, MT","U-Pick Farm, Orchard",,,,,
"McLeod, MT",,McLeod,MT,,"McLeod, MT","U-Pick Farm, Orchard",,,,,
"Laurel, MT",,Laurel,MT,,"Laurel, MT","U-Pick Farm, Orchard",,,,,
"Helena, MT",,Helena,MT,,"Helena, MT","U-Pick Farm, Orchard",,,,,
Farmer Boy Eggs,,Drummond,MT,,"Drummond, MT","U-Pick Farm, Orchard",,,,,
"Farmers O'Dell, Inc.",,Bigfork,MT,,"Bigfork, MT","U-Pick Farm, Orchard",,,,,
